product_id,category,description,sales,profit,monthly_demand,price,description
FUR-CH-10000785,Furniture,Global Ergonomic Managers Chair,6008.536,785.4532,8.0,2002.8453333333334,Global Ergonomic Managers Chair
FUR-CH-10000847,Furniture,Global Executive Mid-Back Manager's Chair,4626.582,750.7284000000001,13.0,1156.6455,Global Executive Mid-Back Manager's Chair
FUR-CH-10000863,Furniture,Novimex Swivel Fabric Task Chair,2913.9139999999998,-445.391,16.0,1456.9569999999999,Novimex Swivel Fabric Task Chair
FUR-CH-10000988,Furniture,Hon Olson Stacker Stools,5294.456,833.5952,18.0,1764.8186666666668,Hon Olson Stacker Stools
FUR-CH-10001146,Furniture,"Global Task Chair, Black",463.099,-80.4062,6.0,154.36633333333333,"Global Task Chair, Black"
FUR-CH-10001146,Furniture,"Global Value Mid-Back Manager's Chair, Gray",1978.925,197.89249999999998,14.0,494.73125,"Global Value Mid-Back Manager's Chair, Gray"
FUR-CH-10001190,Furniture,Global Deluxe High-Back Office Chair in Storm,1087.92,-149.589,13.0,362.64000000000004,Global Deluxe High-Back Office Chair in Storm
FUR-CH-10001215,Furniture,Global Troy Executive Leather Low-Back Tilter,12975.382,951.8620000000001,14.0,4325.127333333333,Global Troy Executive Leather Low-Back Tilter
FUR-CH-10001270,Furniture,Harbour Creations Steel Folding Chair,2389.125,336.375,9.0,597.28125,Harbour Creations Steel Folding Chair
FUR-CH-10001394,Furniture,Global Leather Executive Chair,5861.532999999999,701.98,6.0,5861.532999999999,Global Leather Executive Chair
FUR-CH-10001482,Furniture,Office Star - Mesh Screen back chair with Vinyl seat,2200.464,-130.98,8.0,550.116,Office Star - Mesh Screen back chair with Vinyl seat
FUR-CH-10001545,Furniture,Hon Comfortask Task/Swivel Chairs,1686.904,-36.473600000000005,16.0,1686.904,Hon Comfortask Task/Swivel Chairs
FUR-CH-10001708,Furniture,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,3989.734,425.75960000000003,19.0,1994.867,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back
FUR-CH-10001714,Furniture,"Global Leather & Oak Executive Chair, Burgundy",1689.968,-114.6764,16.0,1689.968,"Global Leather & Oak Executive Chair, Burgundy"
FUR-CH-10001797,Furniture,"Safco Chair Connectors, 6/Carton",881.192,170.8512,11.0,881.192,"Safco Chair Connectors, 6/Carton"
FUR-CH-10001802,Furniture,Hon Every-Day Chair Series Swivel Task Chairs,967.84,12.097999999999999,16.0,483.92,Hon Every-Day Chair Series Swivel Task Chairs
FUR-CH-10001854,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,8774.5,1305.6456,17.0,8774.5,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
FUR-CH-10001891,Furniture,Global Deluxe Office Fabric Chairs,1420.504,229.3922,12.0,355.126,Global Deluxe Office Fabric Chairs
FUR-CH-10001973,Furniture,Office Star Flex Back Scooter Chair with White Frame,1775.68,-228.61880000000002,19.0,1775.68,Office Star Flex Back Scooter Chair with White Frame
FUR-CH-10002017,Furniture,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,245.088,14.9184,7.0,122.544,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair
FUR-CH-10002024,Furniture,HON 5400 Series Task Chairs for Big and Tall,21870.576,5.684341886080802e-14,18.0,5467.644,HON 5400 Series Task Chairs for Big and Tall
FUR-CH-10002044,Furniture,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.194,-158.48579999999998,5.0,347.097,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum"
FUR-CH-10002073,Furniture,Hon Olson Stacker Chairs,5427.99,1292.1264,8.0,2713.995,Hon Olson Stacker Chairs
FUR-CH-10002084,Furniture,Hon Mobius Operator's Chair,2705.7799999999997,499.3394,6.0,901.9266666666666,Hon Mobius Operator's Chair
FUR-CH-10002126,Furniture,Hon Deluxe Fabric Upholstered Stacking Chairs,2586.1879999999996,-48.796,12.0,862.0626666666666,Hon Deluxe Fabric Upholstered Stacking Chairs
FUR-CH-10002304,Furniture,"Global Stack Chair without Arms, Black",901.506,44.166000000000004,8.0,450.753,"Global Stack Chair without Arms, Black"
FUR-CH-10002317,Furniture,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,25.898,6.0,103.592,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs
FUR-CH-10002320,Furniture,Hon Pagoda Stacking Chairs,6483.796,1540.704,18.0,3241.898,Hon Pagoda Stacking Chairs
FUR-CH-10002331,Furniture,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,7582.374,832.9932000000001,10.0,2527.458,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms
FUR-CH-10002335,Furniture,Hon GuestStacker Chair,6936.102,1233.0848,10.0,2312.034,Hon GuestStacker Chair
FUR-CH-10002372,Furniture,Office Star - Ergonomically Designed Knee Chair,1311.876,-42.1096,14.0,1311.876,Office Star - Ergonomically Designed Knee Chair
FUR-CH-10002439,Furniture,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",1589.406,253.8392,8.0,1589.406,"Iceberg Nesting Folding Chair, 19w x 6d x 43h"
FUR-CH-10002602,Furniture,DMI Arturo Collection Mission-style Design Wood Chair,4619.987999999999,486.15560000000005,10.0,2309.9939999999997,DMI Arturo Collection Mission-style Design Wood Chair
FUR-CH-10002647,Furniture,"Situations Contoured Folding Chairs, 4/Set",3641.274,234.234,17.0,910.3185,"Situations Contoured Folding Chairs, 4/Set"
FUR-CH-10002758,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",1268.696,73.194,19.0,317.174,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back"
FUR-CH-10002774,Furniture,"Global Deluxe Stacking Chair, Gray",764.7,76.9798,6.0,254.9,"Global Deluxe Stacking Chair, Gray"
FUR-CH-10002780,Furniture,Office Star - Task Chair with Contemporary Loop Arms,600.4680000000001,47.3096,14.0,200.15600000000003,Office Star - Task Chair with Contemporary Loop Arms
FUR-CH-10002880,Furniture,"Global High-Back Leather Tilter, Burgundy",5436.158,-474.7414,16.0,1812.0526666666667,"Global High-Back Leather Tilter, Burgundy"
FUR-CH-10002961,Furniture,"Leather Task Chair, Black",1437.484,54.588,6.0,718.742,"Leather Task Chair, Black"
FUR-CH-10002965,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",5989.204,267.3034,14.0,1497.301,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
FUR-CH-10003061,Furniture,"Global Leather Task Chair, Black",1448.839,63.8929,18.0,1448.839,"Global Leather Task Chair, Black"
FUR-CH-10003199,Furniture,Office Star - Contemporary Task Swivel Chair,1842.268,155.372,8.0,921.134,Office Star - Contemporary Task Swivel Chair
FUR-CH-10003298,Furniture,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3680.538,-491.175,18.0,3680.538,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal"
FUR-CH-10003312,Furniture,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,5282.424,-989.0496,19.0,5282.424,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs
FUR-CH-10003379,Furniture,Global Commerce Series High-Back Swivel/Tilt Chairs,7979.4400000000005,926.1850000000001,19.0,3989.7200000000003,Global Commerce Series High-Back Swivel/Tilt Chairs
FUR-CH-10003396,Furniture,Global Deluxe Steno Chair,1770.54,-216.31380000000001,12.0,1770.54,Global Deluxe Steno Chair
FUR-CH-10003535,Furniture,"Global Armless Task Chair, Royal Blue",1396.442,-20.733200000000004,18.0,349.1105,"Global Armless Task Chair, Royal Blue"
FUR-CH-10003606,Furniture,SAFCO Folding Chair Trolley,705.32,151.3232,11.0,705.32,SAFCO Folding Chair Trolley
FUR-CH-10003746,Furniture,Hon 4070 Series Pagoda Round Back Stacking Chairs,5906.032,1052.8144,16.0,1476.508,Hon 4070 Series Pagoda Round Back Stacking Chairs
FUR-CH-10003761,Furniture,Global Italian Leather Office Chair,969.252,204.3288,13.0,242.313,Global Italian Leather Office Chair
FUR-CH-10003774,Furniture,"Global Wood Trimmed Manager's Task Chair, Khaki",4166.884,-503.1194,18.0,1041.721,"Global Wood Trimmed Manager's Task Chair, Khaki"
FUR-CH-10003817,Furniture,"Global Value Steno Chair, Gray",2204.862,245.99699999999999,12.0,734.9540000000001,"Global Value Steno Chair, Gray"
FUR-CH-10003833,Furniture,Novimex Fabric Task Chair,1890.3799999999999,-131.107,9.0,1890.3799999999999,Novimex Fabric Task Chair
FUR-CH-10003846,Furniture,Hon Valutask Swivel Chairs,1242.054,139.3524,17.0,621.027,Hon Valutask Swivel Chairs
FUR-CH-10003956,Furniture,Novimex High-Tech Fabric Mesh Task Chair,922.74,-133.4424,6.0,461.37,Novimex High-Tech Fabric Mesh Task Chair
FUR-CH-10003968,Furniture,Novimex Turbo Task Chair,1341.5220000000002,-32.6508,19.0,1341.5220000000002,Novimex Turbo Task Chair
FUR-CH-10003973,Furniture,GuestStacker Chair with Chrome Finish Legs,9070.944,773.2608,9.0,3023.6479999999997,GuestStacker Chair with Chrome Finish Legs
FUR-CH-10003981,Furniture,Global Commerce Series Low-Back Swivel/Tilt Chairs,4420.056,41.1168,12.0,1473.3519999999999,Global Commerce Series Low-Back Swivel/Tilt Chairs
FUR-CH-10004063,Furniture,Global Deluxe High-Back Manager's Chair,8665.194,1558.5910000000001,14.0,2166.2985,Global Deluxe High-Back Manager's Chair
FUR-CH-10004086,Furniture,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,8430.997,1388.6348,13.0,8430.997,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
FUR-CH-10004218,Furniture,"Global Fabric Manager's Chair, Dark Gray",3150.576,499.851,16.0,3150.576,"Global Fabric Manager's Chair, Dark Gray"
FUR-CH-10004287,Furniture,SAFCO Arco Folding Chair,11572.78,1179.374,16.0,5786.39,SAFCO Arco Folding Chair
FUR-CH-10004289,Furniture,Global Super Steno Chair,2389.902,-1.7763568394002505e-15,16.0,2389.902,Global Super Steno Chair
FUR-CH-10004477,Furniture,"Global Push Button Manager's Chair, Indigo",2185.951,283.7474,17.0,728.6503333333334,"Global Push Button Manager's Chair, Indigo"
FUR-CH-10004495,Furniture,"Global Leather and Oak Executive Chair, Black",6410.874,854.7832000000001,13.0,6410.874,"Global Leather and Oak Executive Chair, Black"
FUR-CH-10004540,Furniture,Global Chrome Stack Chair,815.864,15.0832,17.0,407.932,Global Chrome Stack Chair
FUR-CH-10004626,Furniture,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,1947.1770000000001,413.649,19.0,486.79425000000003,Office Star Flex Back Scooter Chair with Aluminum Finish Frame
FUR-CH-10004675,Furniture,"Lifetime Advantage Folding Chairs, 4/Carton",5212.112,972.6368,17.0,2606.056,"Lifetime Advantage Folding Chairs, 4/Carton"
FUR-CH-10004698,Furniture,"Padded Folding Chairs, Black, 4/Carton",1830.148,80.97999999999999,5.0,915.074,"Padded Folding Chairs, Black, 4/Carton"
FUR-CH-10004754,Furniture,"Global Stack Chair with Arms, Black",803.464,125.0166,13.0,200.866,"Global Stack Chair with Arms, Black"
FUR-CH-10004853,Furniture,"Global Manager's Adjustable Task Chair, Storm",2959.208,493.7046,11.0,1479.604,"Global Manager's Adjustable Task Chair, Storm"
FUR-CH-10004860,Furniture,Global Low Back Tilter Chair,1746.9540000000002,-246.3912,13.0,873.4770000000001,Global Low Back Tilter Chair
FUR-CH-10004875,Furniture,Harbour Creations 67200 Series Stacking Chairs,1501.8980000000001,254.8244,12.0,1501.8980000000001,Harbour Creations 67200 Series Stacking Chairs
FUR-CH-10004886,Furniture,Bevis Steel Folding Chairs,1775.075,117.059,5.0,1775.075,Bevis Steel Folding Chairs
FUR-CH-10004983,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,4185.48,342.88739999999996,16.0,1046.37,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms
FUR-CH-10004997,Furniture,Hon Every-Day Series Multi-Task Chairs,6748.482,281.96999999999997,12.0,6748.482,Hon Every-Day Series Multi-Task Chairs
FUR-FU-10000010,Furniture,"DAX Value U-Channel Document Frames, Easel Back",175.938,52.4832,12.0,175.938,"DAX Value U-Channel Document Frames, Easel Back"
FUR-FU-10000023,Furniture,Eldon Wave Desk Accessories,236.77800000000002,88.35,19.0,118.38900000000001,Eldon Wave Desk Accessories
FUR-FU-10000073,Furniture,Deflect-O Glasstique Clear Desk Accessories,124.74,37.037,15.0,41.58,Deflect-O Glasstique Clear Desk Accessories
FUR-FU-10000076,Furniture,24-Hour Round Wall Clock,487.512,180.0198,7.0,487.512,24-Hour Round Wall Clock
FUR-FU-10000087,Furniture,"Executive Impressions 14"" Two-Color Numerals Wall Clock",308.99199999999996,94.51520000000001,5.0,102.99733333333332,"Executive Impressions 14"" Two-Color Numerals Wall Clock"
FUR-FU-10000175,Furniture,DAX Wood Document Frame.,159.268,7.6888000000000005,12.0,159.268,DAX Wood Document Frame.
FUR-FU-10000193,Furniture,Tenex Chairmats For Use with Hard Floors,467.712,-129.92,7.0,467.712,Tenex Chairmats For Use with Hard Floors
FUR-FU-10000206,Furniture,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",45.396,14.55,7.0,11.349,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"
FUR-FU-10000221,Furniture,"Master Caster Door Stop, Brown",176.784,49.3776,5.0,44.196,"Master Caster Door Stop, Brown"
FUR-FU-10000222,Furniture,"Seth Thomas 16"" Steel Case Clock",441.72799999999995,28.257600000000004,15.0,110.43199999999999,"Seth Thomas 16"" Steel Case Clock"
FUR-FU-10000246,Furniture,Aluminum Document Frame,244.39999999999998,56.211999999999996,9.0,81.46666666666665,Aluminum Document Frame
FUR-FU-10000260,Furniture,"6"" Cubicle Wall Clock, Black",124.586,26.211599999999997,14.0,62.293,"6"" Cubicle Wall Clock, Black"
FUR-FU-10000277,Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44,244.3888,11.0,1685.44,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting
FUR-FU-10000293,Furniture,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.944,46.3276,14.0,1431.944,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
FUR-FU-10000305,Furniture,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",468.46799999999996,51.105599999999995,13.0,468.46799999999996,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""
FUR-FU-10000308,Furniture,Deflect-o Glass Clear Studded Chair Mats,1579.3719999999998,318.3616,16.0,526.4573333333333,Deflect-o Glass Clear Studded Chair Mats
FUR-FU-10000320,Furniture,OIC Stacking Trays,82.832,26.720000000000002,11.0,20.708,OIC Stacking Trays
FUR-FU-10000397,Furniture,Luxo Economy Swing Arm Lamp,338.98,94.9144,13.0,169.49,Luxo Economy Swing Arm Lamp
FUR-FU-10000409,Furniture,"GE 4 Foot Flourescent Tube, 40 Watt",98.868,42.2436,12.0,32.955999999999996,"GE 4 Foot Flourescent Tube, 40 Watt"
FUR-FU-10000448,Furniture,Tenex Chairmats For Use With Carpeted Floors,175.78,8.789,16.0,43.945,Tenex Chairmats For Use With Carpeted Floors
FUR-FU-10000521,Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock",357.948,94.7682,6.0,119.31599999999999,"Seth Thomas 14"" Putty-Colored Wall Clock"
FUR-FU-10000550,Furniture,Stacking Trays by OIC,72.708,9.3126,5.0,36.354,Stacking Trays by OIC
FUR-FU-10000576,Furniture,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,3861.056,289.5791999999999,11.0,965.264,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
FUR-FU-10000629,Furniture,9-3/4 Diameter Round Wall Clock,455.07,183.1312,11.0,151.69,9-3/4 Diameter Round Wall Clock
FUR-FU-10000672,Furniture,"Executive Impressions 10"" Spectator Wall Clock",258.72,87.9648,18.0,129.36,"Executive Impressions 10"" Spectator Wall Clock"
FUR-FU-10000719,Furniture,"DAX Cubicle Frames, 8-1/2 x 11",145.69,52.4484,12.0,145.69,"DAX Cubicle Frames, 8-1/2 x 11"
